25
1634103154 30,305010 59,928670 23
1634103207 30,304707 59,929289 15
2529125867 30,307699 59,925860 13
1634103216 30,304598 59,929323 39
1634103227 30,304581 59,929358 22
3631058869 30,305173 59,928585 18
4174201143 30,299099 59,934818 39
3631058873 30,304792 59,929304 22
1634103127 30,305136 59,928635 17
11329072752 30,299366 59,934499 22
1634103203 30,304615 59,929288 28
1634103122 30,305037 59,928613 23
4174201146 30,299010 59,934729 13
1634103194 30,304812 59,929074 11
4174201142 30,299160 59,934774 26
3631058874 30,304800 59,929320 16
4174202712 30,299110 59,934811 28
3631058871 30,304923 59,928659 15
1634103190 30,304725 59,929063 34
5851462046 30,304979 59,928928 16
4174202722 30,299057 59,934690 15
3631058872 30,304622 59,929274 14
1634103224 30,304782 59,929355 16
1634103160 30,305102 59,928681 27
5851462047 30,304890 59,928914 14
