28
3631662132 30,312309 59,929315 14
2399373055 30,311730 59,929830 19
2399373047 30,312356 59,929636 24
2399373051 30,312548 59,929689 31
3631662136 30,312067 59,929557 15
2405446458 30,311098 59,930475 12
1614688478 30,310228 59,931370 28
2406319105 30,311145 59,930486 31
2406319097 30,311311 59,930321 20
2405446482 30,311446 59,930989 14
2399373042 30,312013 59,929542 18
2399373061 30,311262 59,930309 31
2406319127 30,310794 59,930837 16
2405443827 30,311149 59,930423 34
2405446474 30,310752 59,930827 10
804003406 30,311687 59,930133 15
2399373052 30,312808 59,929760 12
4905922943 30,310265 59,931378 35
2400221286 30,311769 59,929790 33
2405446465 30,312023 59,930565 34
2406319085 30,312178 59,929293 23
2406319152 30,310162 59,931355 11
2399373045 30,312656 59,929589 29
2406319091 30,311780 59,929844 17
2399373064 30,311780 59,930436 37
1587586669 30,312252 59,929299 15
2406319093 30,311535 59,930095 25
2406319101 30,311078 59,930407 11
