22
2284380517 30,341791 59,939882 31
4254622321 30,341963 59,930557 39
1595630247 30,341958 59,948053 28
4254622325 30,341617 59,930695 26
3695555451 30,342000 59,947994 31
1686862482 30,342621 59,938140 27
10769752257 30,342159 59,931011 26
4549892507 30,342049 59,938405 33
2284380529 30,341592 59,940032 11
5063766013 30,342203 59,938249 13
10769752262 30,342480 59,930877 15
4132511993 30,342304 59,938283 15
2284380519 30,341878 59,939910 18
1595630250 30,341915 59,948113 29
10769752263 30,342091 59,931040 27
10769752260 30,342711 59,931011 37
307412 30,341678 59,938055 38
2123653289 30,342449 59,938130 25
2123653292 30,342337 59,937994 33
2284380532 30,341681 59,940060 17
4549892502 30,342270 59,938123 37
237691 30,342530 59,938000 15
