36
4590270456 30,334311 59,933935 13
3165417110 30,331324 59,936606 10
3590319259 30,327930 59,938273 35
21742666 30,331353 59,936666 18
5549881675 30,333879 59,934077 14
260395812 30,331186 59,937939 39
924109588 30,334731 59,934171 39
4499299606 30,329676 59,938163 15
5465375709 30,333758 59,934093 21
10826671681 30,329550 59,939041 12
3683087158 30,333905 59,934129 37
3531783054 30,331580 59,936640 23
4810003704 30,327757 59,938389 26
4499299611 30,328144 59,939207 13
3590319258 30,329822 59,938051 18
307399 30,327797 59,938352 27
4590270459 30,334161 59,934041 15
5465375707 30,334186 59,934092 19
3149577566 30,329863 59,938141 33
4499299608 30,329922 59,938727 19
2262764999 30,331555 59,936586 14
260395820 30,330600 59,936753 19
3683086839 30,334490 59,933972 32
3407156655 30,327967 59,938364 23
4499299610 30,328307 59,939190 39
1399229414 30,328345 59,939697 26
3407156657 30,328525 59,939712 24
3661983063 30,327954 59,938333 25
4499299605 30,329660 59,938125 21
11253823972 30,334113 59,933802 20
8087669 30,329845 59,938102 22
1126272449 30,327810 59,938384 18
3149576567 30,331094 59,936626 27
260395508 30,332141 59,936575 26
1600974872 30,333972 59,934265 13
3531783055 30,331126 59,936692 30
