20
4424410417 30,324449 59,942512 13
6873953637 30,324572 59,941225 36
11726012243 30,323976 59,942367 24
812011508 30,315478 59,950188 26
11726012239 30,323944 59,942410 13
9632211047 30,316358 59,950429 24
5774139556 30,315768 59,949888 10
4424410416 30,324459 59,942498 33
11726012250 30,323178 59,942606 10
1844507259 30,314009 59,951926 36
812011386 30,315586 59,950382 18
11726012251 30,323560 59,942296 15
10835657418 30,324736 59,941211 39
5649723139 30,325481 59,940480 14
812011893 30,315720 59,950254 22
11726012241 30,323219 59,942923 22
3165417130 30,324492 59,942455 17
2030895882 30,315103 59,950848 29
11726012248 30,323530 59,942339 34
10120811633 30,315841 59,949814 22
