30
2283076585 30,346727 59,943832 35
2283076546 30,346033 59,943162 33
2283384190 30,346929 59,938990 34
2283416280 30,346392 59,939672 24
2283384165 30,346550 59,938608 14
2283384157 30,346555 59,938433 17
2283441341 30,346285 59,940780 35
2283076591 30,346718 59,943930 28
2283384164 30,346226 59,938605 31
10967978864 30,346681 59,945295 38
10967978863 30,346421 59,945808 31
10967978862 30,346412 59,945967 12
10967978881 30,346010 59,945990 11
2283076557 30,346424 59,943565 21
2283458189 30,347000 59,941611 28
2283416307 30,346154 59,940348 27
2283384150 30,346559 59,938249 11
2283076556 30,346427 59,943524 21
1687120153 30,346204 59,938760 39
2283458190 30,346507 59,941643 37
1687120162 30,346195 59,938854 31
2283076561 30,346749 59,943571 35
2283470179 30,346230 59,940565 11
2283416278 30,346797 59,939207 24
2283076542 30,346980 59,943114 38
1287985331 30,346518 59,932381 39
2283384152 30,346558 59,938348 13
2283076537 30,346538 59,943076 28
2283458181 30,346480 59,941520 18
2283458187 30,346034 59,941544 31
