23
1843245713 30,304902 59,948011 29
5269001521 30,304685 59,947725 30
5269001526 30,304676 59,947589 22
5269001409 30,304946 59,947740 27
5269001375 30,304775 59,947685 25
5269001361 30,305212 59,947739 22
6190694141 30,305460 59,947733 35
1843245666 30,304831 59,947518 10
5269001392 30,305024 59,947824 30
5269001379 30,304781 59,947648 19
5269001418 30,304818 59,947799 22
5269001388 30,304850 59,947651 20
5269001417 30,304547 59,947649 12
5269001360 30,305098 59,947673 29
5269001364 30,305100 59,947826 12
5269001374 30,304969 59,947598 24
5269001381 30,304849 59,947686 24
1843245690 30,305176 59,947869 22
5269001406 30,304936 59,947864 13
380735560 30,305317 59,947800 37
1843245698 30,305056 59,947930 14
5269001369 30,305100 59,947789 33
5269001390 30,305032 59,947788 19
