28
4428330368 30,339637 59,939893 35
4428330370 30,340408 59,939544 10
1923984876 30,339122 59,932760 29
10739023484 30,339884 59,940002 10
4428331007 30,339397 59,939063 22
1923996900 30,339117 59,932587 12
9757260815 30,339566 59,932242 13
4428331009 30,339480 59,938302 25
7756263667 30,339865 59,930711 39
10303450881 30,339187 59,939880 35
10064407418 30,339067 59,930243 13
1450130926 30,339332 59,933552 23
4549891488 30,339141 59,939943 14
4693569790 30,339556 59,933027 20
3149577890 30,339939 59,939943 13
4428330376 30,339220 59,939320 18
4428330371 30,340000 59,939873 16
7756263668 30,339779 59,930744 39
4428331006 30,339013 59,939000 36
1894304812 30,340081 59,940036 27
4428331011 30,339588 59,938441 12
1923995480 30,339279 59,933440 13
4428330367 30,339699 59,939812 10
9757260816 30,339442 59,933039 36
1923996890 30,339426 59,932257 24
3798031678 30,339417 59,938179 34
3682948273 30,339543 59,938201 34
10739023483 30,339826 59,940060 27
