28
1545896596 30,319633 59,950607 15
10838084738 30,328688 59,941638 26
812011421 30,319885 59,950204 20
812011504 30,318979 59,951344 14
3142727194 30,331924 59,937898 14
7804545549 30,325503 59,944375 38
2326568998 30,325964 59,944109 23
10120577083 30,319567 59,950804 34
2024984223 30,331902 59,937852 21
10120811634 30,319628 59,950742 17
7804545548 30,325553 59,944344 25
5774139553 30,319863 59,950792 16
10120811651 30,319320 59,950890 18
812011778 30,319596 59,950670 22
812011891 30,319390 59,950908 21
10120577084 30,318940 59,950649 22
1521079698 30,319927 59,950671 14
10120811635 30,318982 59,950604 31
812011567 30,318572 59,950949 17
3684832445 30,325841 59,944061 21
2599772980 30,326436 59,943812 33
812011931 30,319214 59,951095 24
4424410394 30,328860 59,941549 15
5580593429 30,326309 59,943761 32
812011794 30,319892 59,950734 34
11428795299 30,319688 59,950117 19
4716541948 30,328676 59,941593 15
812011584 30,319743 59,950994 24
