31
7954224772 30,330983 59,925457 21
7141718066 30,330674 59,926027 19
5534937005 30,330137 59,926971 14
7141718069 30,330588 59,925989 11
4435044222 30,319477 59,937490 30
8170727796 30,330908 59,925838 13
5534942326 30,329976 59,927006 25
10739480064 30,330711 59,925592 31
5534942325 30,330192 59,927096 29
805367410 30,327347 59,929755 18
3890058373 30,331052 59,925914 25
805367304 30,326813 59,930087 27
3752543989 30,331650 59,925868 11
10837707207 30,319490 59,937542 21
805367366 30,327164 59,929679 30
11271058958 30,326336 59,930549 26
332691 30,330484 59,926072 31
3890058379 30,330493 59,925950 15
5534936987 30,330060 59,927040 20
10837702451 30,320015 59,936461 37
7141718054 30,330830 59,925875 39
8170727795 30,330908 59,925916 37
5534936973 30,330156 59,926978 26
7141718061 30,330986 59,925879 28
3752543987 30,331390 59,926089 29
7141718055 30,331522 59,925547 12
3752543988 30,331290 59,926037 20
5242516947 30,330745 59,925831 21
3890058362 30,331437 59,925505 31
10837702460 30,320047 59,936522 20
3890058381 30,330749 59,926058 15
