25
1371541862 30,301184 59,926591 10
1511833160 30,301067 59,927697 25
4059444093 30,301698 59,928820 23
1371541852 30,301314 59,926536 15
1573639921 30,301383 59,929340 26
1573639915 30,301096 59,929303 16
4176539380 30,301701 59,929571 33
4059444098 30,301341 59,929334 23
4941538903 30,301283 59,928205 10
4176539379 30,301333 59,929527 32
1572884360 30,301528 59,929054 23
4941538900 30,301598 59,928126 31
4546901579 30,301510 59,926802 39
4176539387 30,301322 59,928796 22
4176539378 30,301290 59,929521 27
4059444094 30,301599 59,928844 10
4546901523 30,301627 59,926715 29
1371541822 30,301304 59,926035 22
4546901501 30,301269 59,926554 39
4596432988 30,301266 59,927198 24
4176539385 30,301174 59,929053 19
4059444095 30,301677 59,928857 36
4059444097 30,301571 59,929062 27
1607526322 30,301578 59,926762 39
1634103171 30,301633 59,928850 10
