23
4092138213 30,298568 59,942983 29
4092151087 30,300347 59,941394 39
4092151603 30,299588 59,942069 31
4092127923 30,298057 59,943453 10
4092151591 30,300212 59,941514 19
4092151605 30,299641 59,942084 30
1836475486 30,300209 59,941577 28
1629416035 30,306331 59,935127 29
4092151088 30,300401 59,941410 31
1303929236 30,306093 59,935731 30
4092127929 30,297779 59,943606 12
4092138210 30,298796 59,942848 15
2452137119 30,303739 59,937503 18
2537529211 30,301616 59,940282 37
4092147794 30,300753 59,941041 14
2537529220 30,299746 59,941925 38
1394530251 30,303795 59,937674 27
2537529224 30,298101 59,943408 11
1836475485 30,299797 59,941942 22
4092151593 30,300265 59,941529 19
2537529219 30,300158 59,941561 35
1584815298 30,306452 59,935050 26
4092138209 30,298739 59,942832 35
