30
1570463138 30,340999 59,933603 28
1757659355 30,340595 59,932898 23
1757659353 30,340546 59,932799 21
4548480508 30,342766 59,934457 18
1757659370 30,340800 59,933314 32
4548480511 30,342624 59,934217 33
1925447614 30,341880 59,932729 13
10582360543 30,342460 59,933732 31
10582360626 30,342220 59,933764 23
4176343930 30,342746 59,933489 33
4548480504 30,343090 59,934428 32
4548480498 30,343343 59,935120 19
1711111542 30,340858 59,933431 38
4548480512 30,343085 59,934175 23
1304505228 30,342813 59,933480 26
1711111545 30,342608 59,933504 39
1757659368 30,340288 59,933021 29
2123649758 30,343451 59,935113 15
1924001642 30,340638 59,932984 12
4176343932 30,342820 59,933691 17
1757659342 30,340367 59,932437 36
10582360615 30,341095 59,933887 10
4548480523 30,342892 59,933683 27
4548480509 30,343180 59,934419 37
1711111540 30,341056 59,933727 28
10582360533 30,341181 59,933882 36
4548480505 30,343000 59,934182 33
1757659357 30,340213 59,932839 23
6491088682 30,341146 59,933716 14
1925460488 30,340890 59,933495 11
