28
10951527876 30,315052 59,927348 30
1421769582 30,316086 59,927078 38
2108935492 30,317350 59,925485 28
5348421154 30,316511 59,925619 33
4059409286 30,315658 59,927506 13
1609206209 30,317313 59,925938 18
1609206210 30,317327 59,926139 10
4203252398 30,316416 59,926811 23
1421769634 30,316182 59,927511 25
1421769669 30,315970 59,927778 35
1409867393 30,316483 59,925607 10
1892371428 30,315620 59,928453 19
1942385368 30,317309 59,925830 21
1609206200 30,316538 59,925570 21
3631662107 30,315285 59,928725 32
4059409288 30,315812 59,928246 19
10951527879 30,315020 59,927442 20
10951527878 30,315057 59,927442 20
3805431787 30,315522 59,928543 14
4203252400 30,316336 59,926858 12
1422719896 30,315963 59,927504 33
1942385369 30,317311 59,925880 26
1609206207 30,317451 59,925880 16
10951527877 30,315061 59,927531 11
2108935493 30,317475 59,925485 16
1421769550 30,315989 59,926940 12
1422719898 30,315566 59,927507 21
5642861004 30,316453 59,926829 30
