34
1380438542 30,313679 59,940842 19
1670516664 30,315241 59,939565 22
1380389800 30,314098 59,940553 34
1670516661 30,314978 59,939469 21
1380438514 30,313025 59,940604 35
1380389607 30,314141 59,940252 10
1670516663 30,315107 59,939516 38
2423332603 30,318167 59,935681 36
2413896521 30,321059 59,933697 14
7801186366 30,314147 59,939482 34
3165417113 30,314940 59,939773 37
2413896524 30,320200 59,933720 30
1380389654 30,313443 59,940315 15
3130645396 30,317298 59,936501 36
1396577630 30,313885 59,940476 28
3165417111 30,314672 59,939675 16
1380389541 30,314201 59,940139 27
1380389495 30,314379 59,940014 30
1380389502 30,314492 59,940080 37
1380438541 30,313093 59,940743 11
1396577611 30,313659 59,940394 11
1585247485 30,317639 59,936461 29
1380438524 30,313352 59,940723 18
1380389743 30,313907 59,940484 12
1600873496 30,317324 59,936556 22
1380389581 30,314006 59,940203 38
9278154671 30,317354 59,936494 38
1380438543 30,313383 59,940847 34
1380389482 30,314224 59,939981 30
6873896448 30,317379 59,936550 18
1380389802 30,313561 59,940579 14
1380389686 30,313637 59,940386 26
1600873495 30,317565 59,936528 22
3165417112 30,314804 59,939723 10
