37
5427387663 30,345382 59,943615 37
1570574382 30,346134 59,932842 19
762511235 30,345664 59,932005 24
3533352847 30,345522 59,947164 28
2577269998 30,345218 59,938146 21
3533352994 30,345209 59,947642 24
2283076541 30,345291 59,943141 15
5183934603 30,345784 59,931988 24
3661834266 30,345700 59,946709 31
3993337105 30,346217 59,932739 30
5618688340 30,345211 59,938241 31
3993337102 30,345962 59,932772 29
2283076568 30,345239 59,943688 18
5183934602 30,345891 59,932174 14
2283076565 30,345246 59,943611 31
1287985304 30,345891 59,932408 19
10967978876 30,345715 59,945717 39
3789406331 30,345334 59,938147 36
5618688339 30,345699 59,938133 17
2284498107 30,345325 59,942806 25
4829438566 30,345862 59,938134 29
3533352831 30,345699 59,946596 20
5427387666 30,345374 59,943692 38
2284498109 30,345469 59,942815 35
3533352877 30,346126 59,947486 20
5183934604 30,345530 59,932023 30
1687120034 30,345333 59,938337 25
6668450263 30,345699 59,938148 11
1304505193 30,346086 59,932756 24
3533352870 30,346132 59,947399 33
1287985352 30,345769 59,932192 13
1687120017 30,345333 59,938242 12
1287998976 30,346273 59,931920 27
4829438567 30,345860 59,938245 37
5427387667 30,345441 59,943145 30
5183934601 30,346016 59,932391 21
4829438565 30,345861 59,938149 34
