27
1320373213 30,297704 59,951233 18
1320373220 30,297369 59,951277 18
3660456918 30,296465 59,952194 30
1250794713 30,297212 59,951301 17
1320550108 30,297713 59,951262 24
1320373285 30,297791 59,951488 20
2689599433 30,296491 59,952251 14
3670418898 30,303170 59,945220 23
1320372807 30,298132 59,950134 21
1320372762 30,298587 59,949999 13
3387441281 30,297253 59,951647 21
7166698753 30,297227 59,951325 27
1320372801 30,298622 59,950047 16
1320372891 30,298765 59,950524 38
7166698752 30,297190 59,951264 15
2260189339 30,296361 59,952261 24
2689599432 30,296356 59,951991 11
1320372833 30,298179 59,950181 38
1320372875 30,298930 59,950502 35
2260189342 30,296196 59,952314 29
1320373306 30,297405 59,951602 37
327644 30,296892 59,951351 12
1320550107 30,297351 59,951242 38
1320372872 30,299083 59,950478 39
2260189340 30,296179 59,952275 26
1320372860 30,298350 59,950372 27
2248862631 30,296154 59,952226 20
