17
3627760746 30,316131 59,931332 17
2406836465 30,304758 59,931271 30
2406836446 30,305623 59,931121 38
2406836444 30,305665 59,931076 24
2406836436 30,304990 59,931007 22
3627771934 30,315092 59,931241 11
11271115910 30,324697 59,931010 14
3627760739 30,314290 59,931255 26
4174201111 30,298093 59,930987 29
3627760735 30,315881 59,931245 15
2406836475 30,305343 59,931424 21
3627771932 30,315258 59,931073 16
3627771943 30,314910 59,931424 19
11271115870 30,324846 59,931033 24
3627760725 30,314500 59,931090 11
3627760748 30,315746 59,931358 12
2406836434 30,305013 59,930961 10
