28
2541607089 30,304875 59,926218 15
2512642337 30,308197 59,926185 32
2529125938 30,307477 59,926395 36
2512642339 30,308109 59,926189 14
9536042855 30,347997 59,926280 30
4176238980 30,347631 59,926201 13
9536042865 30,347955 59,926194 19
2529137939 30,306003 59,926140 23
2277164876 30,308202 59,926300 21
9536042854 30,348811 59,926402 37
443225475 30,347637 59,926233 19
9535987318 30,347378 59,926232 39
4176238981 30,347652 59,926320 27
4606729054 30,305421 59,926133 33
2277164877 30,308114 59,926311 23
2541607080 30,305116 59,926135 13
8009870381 30,347793 59,926180 12
2532349859 30,305671 59,926132 10
4059417134 30,307454 59,926355 29
2529137936 30,305549 59,926132 18
2512642340 30,308048 59,926191 39
9536042856 30,348707 59,926198 39
8009904685 30,347809 59,926212 38
4059417133 30,308046 59,926278 14
4176238982 30,347598 59,926351 12
9536042848 30,349058 59,926158 22
2529137950 30,306211 59,926362 35
4033400822 30,308047 59,926320 21
