36
2912492813 30,343446 59,938618 28
10943509827 30,343149 59,933775 19
2912492900 30,343043 59,939380 28
10943505002 30,343498 59,936162 32
10829900786 30,343219 59,932300 29
10829900784 30,343354 59,932474 10
2577269986 30,342724 59,937876 15
4176359133 30,342645 59,931293 13
5284630904 30,343615 59,931047 28
2912492829 30,343054 59,938919 11
4176343924 30,343996 59,933034 31
4176343929 30,342952 59,933462 25
10943505003 30,343444 59,936155 38
3635648523 30,343217 59,931414 18
10943509817 30,343507 59,935999 33
4176343926 30,342739 59,933139 29
4176360607 30,342979 59,931709 23
2912492821 30,343780 59,938733 35
4548480495 30,343546 59,934984 20
10943509815 30,343381 59,936309 33
1287985361 30,343594 59,931026 13
2912492814 30,343521 59,938645 20
3635603405 30,342627 59,931270 10
11800243779 30,342706 59,933095 34
4035292456 30,343595 59,935105 37
1711041053 30,342595 59,937862 16
2912492842 30,343449 59,939042 17
6025024400 30,342603 59,931241 35
2912492831 30,343137 59,938944 14
2912492868 30,342624 59,939245 15
2912492874 30,342716 59,939273 25
4548480282 30,343109 59,933863 33
4176343925 30,343812 59,933057 19
4176343931 30,343408 59,934628 14
762511134 30,342859 59,931720 37
1304505095 30,343895 59,933047 38
