41
4059435848 30,302037 59,927214 16
1417252659 30,302046 59,930344 25
4606028147 30,302318 59,925594 22
4606028156 30,301867 59,926002 27
9340786202 30,302720 59,927642 10
4606028152 30,302322 59,925700 36
4606028155 30,301971 59,926002 28
4059435849 30,302780 59,927256 18
1371541818 30,301865 59,925934 24
9340815531 30,302627 59,927627 34
9340815535 30,302535 59,927677 20
9340786163 30,302461 59,927600 24
4606028145 30,301957 59,925595 22
3631073705 30,302021 59,932229 22
1417249237 30,302126 59,929494 19
4059435844 30,301726 59,927194 15
1355469529 30,302724 59,927435 17
1607526371 30,302197 59,927959 24
4606028150 30,301961 59,925702 13
1573618937 30,302328 59,928279 24
1355682885 30,302047 59,927159 23
1417249248 30,302467 59,929230 12
1417249240 30,302618 59,928982 15
1607526367 30,302228 59,927906 13
4606028151 30,301856 59,925703 28
1470150708 30,302331 59,927989 11
1572884356 30,302154 59,927949 21
1633767731 30,302595 59,929016 33
1355469522 30,302790 59,927204 14
4606028164 30,302272 59,926153 31
4059441451 30,302053 59,930316 15
4606028162 30,301977 59,926154 10
4606028159 30,302287 59,926000 36
4606028146 30,301853 59,925596 30
9340786179 30,302669 59,927533 24
9340815539 30,302570 59,927618 32
1607526370 30,302376 59,927940 30
1355469548 30,302531 59,927771 32
1355682884 30,301739 59,927140 12
4621022076 30,301873 59,926154 20
1417249231 30,302348 59,929551 14
