18
10948709660 30,334960 59,932349 32
10948709650 30,335354 59,932386 19
3926259433 30,334784 59,932414 36
3926259423 30,334469 59,932261 15
7410843339 30,326864 59,932367 11
5026938 30,327101 59,932341 17
3926259434 30,334807 59,932460 14
4085651549 30,334629 59,932423 13
10948709658 30,334650 59,932443 11
3926259428 30,333933 59,932321 31
4085651543 30,334799 59,932445 35
10948709645 30,333693 59,932289 36
10948709653 30,335252 59,932268 19
2306225753 30,326918 59,932404 15
5259816122 30,327155 59,932384 37
10948709663 30,334982 59,932383 19
5690937861 30,335312 59,932339 27
806551104 30,335354 59,932332 36
