22
1570463138 30,340999 59,933603 31
1570463133 30,344363 59,933185 38
1304587501 30,345630 59,933135 32
1304587282 30,346931 59,933482 13
1304587431 30,346250 59,933985 22
1304505113 30,344071 59,933327 39
4176343928 30,343964 59,933339 17
11124301170 30,345869 59,933700 16
1570463134 30,344014 59,933227 22
1304597939 30,344208 59,933688 24
1304587368 30,347708 59,933390 33
1304505091 30,344410 59,933282 25
1711111534 30,342559 59,933410 26
11124301166 30,344732 59,933633 39
1304597935 30,344180 59,933316 31
1304597938 30,344300 59,933679 38
1570463137 30,342743 59,933387 19
1304587312 30,345782 59,933433 32
1570463132 30,345575 59,933032 30
1304587317 30,347367 59,933179 32
1304587406 30,347384 59,933429 10
9708925328 30,347814 59,933381 24
