30
9421026634 30,318001 59,926272 30
1422719894 30,316707 59,927423 19
923969818 30,317699 59,926746 20
4690494795 30,316747 59,927382 28
2418076034 30,316346 59,927891 38
1942385387 30,317545 59,927263 37
923969867 30,318208 59,926439 20
923969860 30,317216 59,927034 21
9421026632 30,318703 59,926559 10
2418076054 30,315752 59,928501 31
2418076043 30,315885 59,928164 17
2418076025 30,316624 59,927402 30
4690494792 30,317062 59,927461 29
2418076056 30,316610 59,928530 33
2418076046 30,316040 59,928200 25
1570984636 30,317396 59,926704 15
2407150302 30,310459 59,933747 24
2418076029 30,316501 59,927729 38
1892371430 30,315657 59,928503 13
4690494794 30,316820 59,927401 28
2418076057 30,315699 59,928557 29
2418076049 30,315846 59,928306 17
2418076050 30,315922 59,928324 27
2418076032 30,316275 59,927865 24
2418076044 30,315962 59,928182 23
2418076024 30,317143 59,927093 30
2314624220 30,316433 59,927703 39
2418076023 30,316969 59,927048 22
1570984706 30,317227 59,926895 23
307152 30,317053 59,927070 22
